Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
SRR5827043,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,11867,1025,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827044,2015,New_Zealand,Oceania,0,0.5,4,0.03,0.03,2,2,2400,186,0.5,4,0.03,0.03,2,2,-1,2,-5.058893689,-5.058893689,1,1,0,1,0,0,1,1
SRR5827045,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.12,0.25,-,1,0.25,0.004,0.004,0.008,0.12,0.25,-2,-7.965784285,-7.965784285,-6.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827046,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.016,0.12,0.5,-,1,0.06,0.002,0.004,0.016,0.12,0.5,-4.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-1,0,0,0,0,0,0
SRR5827041,2015,New_Zealand,Oceania,0,0.5,0.004,0.008,0.016,1,0.5,-,1,0.5,0.004,0.008,0.016,1,0.5,-1,-7.965784285,-6.965784285,-5.965784285,0,-1,0,0,0,0,0,0
SRR5827042,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827151,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.004,0.25,0.25,4186,847,0.25,0.004,0.004,0.004,0.25,0.25,-2,-7.965784285,-7.965784285,-7.965784285,-2,-2,0,0,0,0,0,0
SRR5827150,2015,New_Zealand,Oceania,0,0.03,0.002,0.008,0.016,0.06,0.03,-,1,0.03,0.002,0.008,0.016,0.06,0.03,-5.058893689,-8.965784285,-6.965784285,-5.965784285,-4.058893689,-5.058893689,0,0,0,0,0,0
SRR5827153,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,299,1042,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827152,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.12,0.5,-,1,0.12,0.004,0.004,0.008,0.12,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-3.058893689,-1,0,0,0,0,0,0
SRR5827155,2015,New_Zealand,Oceania,0,0.12,4,0.008,0.016,0.5,0.5,-,1,0.12,4,0.008,0.016,0.5,0.5,-3.058893689,2,-6.965784285,-5.965784285,-1,-1,0,1,0,0,0,0
SRR5827154,2015,New_Zealand,Oceania,0,0.25,0.004,0.016,0.03,0.12,0.5,7175,1047,0.25,0.004,0.016,0.03,0.12,0.5,-2,-7.965784285,-5.965784285,-5.058893689,-3.058893689,-1,0,0,0,0,0,0
SRR5827157,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827156,2015,New_Zealand,Oceania,0,0.25,4,0.03,0.03,2,0.5,2400,186,0.25,4,0.03,0.03,2,0.5,-2,2,-5.058893689,-5.058893689,1,-1,0,1,0,0,1,0
SRR5827149,2015,New_Zealand,Oceania,0,0.06,0.004,0.004,0.008,16,0.25,9650,1057,0.06,0.004,0.004,0.008,16,0.25,-4.058893689,-7.965784285,-7.965784285,-6.965784285,4,-2,0,0,0,0,1,0
SRR5827148,2015,New_Zealand,Oceania,1,0.03,1,0.016,0.03,32,4,-,1,0.03,1,0.016,0.03,32,4,-5.058893689,0,-5.965784285,-5.058893689,5,2,0,0,0,0,1,1
SRR5827278,2015,New_Zealand,Oceania,0,0.12,4,0.03,0.03,1,0.5,2400,186,0.12,4,0.03,0.03,1,0.5,-3.058893689,2,-5.058893689,-5.058893689,0,-1,0,1,0,0,0,0
SRR5827279,2015,New_Zealand,Oceania,0,0.06,0.004,0.002,0.004,0.25,0.12,-,1,0.06,0.004,0.002,0.004,0.25,0.12,-4.058893689,-7.965784285,-8.965784285,-7.965784285,-2,-3.058893689,0,0,0,0,0,0
SRR5827276,2015,New_Zealand,Oceania,0,0.12,0.004,0.002,0.004,0.5,0.25,299,1042,0.12,0.004,0.002,0.004,0.5,0.25,-3.058893689,-7.965784285,-8.965784285,-7.965784285,-1,-2,0,0,0,0,0,0
SRR5827277,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,1,0.5,28,1070,0.25,0.004,0.004,0.008,1,0.5,-2,-7.965784285,-7.965784285,-6.965784285,0,-1,0,0,0,0,0,0
SRR5827282,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,0.5,0.12,-,1,0.03,0.002,0.004,0.008,0.5,0.12,-5.058893689,-8.965784285,-7.965784285,-6.965784285,-1,-3.058893689,0,0,0,0,0,0
SRR5827283,2015,New_Zealand,Oceania,0,0.03,2,0.008,0.06,0.5,0.5,8598,1076,0.03,2,0.008,0.06,0.5,0.5,-5.058893689,1,-6.965784285,-4.058893689,-1,-1,0,1,0,0,0,0
SRR5827280,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.5,0.5,-,1,0.25,0.004,0.008,0.016,0.5,0.5,-2,-7.965784285,-6.965784285,-5.965784285,-1,-1,0,0,0,0,0,0
SRR5827281,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.5,0.5,-,1,0.25,0.004,0.008,0.016,0.5,0.5,-2,-7.965784285,-6.965784285,-5.965784285,-1,-1,0,0,0,0,0,0
SRR5827274,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,11867,1025,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827275,2015,New_Zealand,Oceania,0,0.12,0.008,0.004,0.008,0.25,0.25,4186,847,0.12,0.008,0.004,0.008,0.25,0.25,-3.058893689,-6.965784285,-7.965784285,-6.965784285,-2,-2,0,0,0,0,0,0
SRR5827313,2015,New_Zealand,Oceania,0,0.25,0.008,0.008,0.008,0.25,0.5,4186,847,0.25,0.008,0.008,0.008,0.25,0.5,-2,-6.965784285,-6.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827312,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,32,0.5,7577,1048,0.12,0.004,0.004,0.008,32,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,5,-1,0,0,0,0,1,0
SRR5827311,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.5,10998,1020,0.25,0.004,0.004,0.008,0.5,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827310,2015,New_Zealand,Oceania,0,0.06,0.004,0.004,0.008,16,0.25,7753,1049,0.06,0.004,0.004,0.008,16,0.25,-4.058893689,-7.965784285,-7.965784285,-6.965784285,4,-2,0,0,0,0,1,0
SRR5827309,2015,New_Zealand,Oceania,0,0.06,0.004,0.004,0.008,16,0.25,7753,1049,0.06,0.004,0.004,0.008,16,0.25,-4.058893689,-7.965784285,-7.965784285,-6.965784285,4,-2,0,0,0,0,1,0
SRR5827308,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,1,0.5,9368,994,0.25,0.004,0.004,0.008,1,0.5,-2,-7.965784285,-7.965784285,-6.965784285,0,-1,0,0,0,0,0,0
SRR5827307,2015,New_Zealand,Oceania,0,0.03,0.002,0.002,0.008,16,0.25,-,1,0.03,0.002,0.002,0.008,16,0.25,-5.058893689,-8.965784285,-8.965784285,-6.965784285,4,-2,0,0,0,0,1,0
SRR5827306,2015,New_Zealand,Oceania,0,0.03,0.002,0.008,0.016,0.12,0.25,-,1,0.03,0.002,0.008,0.016,0.12,0.25,-5.058893689,-8.965784285,-6.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827305,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,10192,1060,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827304,2015,New_Zealand,Oceania,1,0.06,0.004,0.004,0.008,32,16,11405,1062,0.06,0.004,0.004,0.008,32,16,-4.058893689,-7.965784285,-7.965784285,-6.965784285,5,4,0,0,0,0,1,1
SRR5827411,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.12,-,1,0.25,0.004,0.004,0.008,0.25,0.12,-2,-7.965784285,-7.965784285,-6.965784285,-2,-3.058893689,0,0,0,0,0,0
SRR5827412,2015,New_Zealand,Oceania,0,0.25,8,0.03,0.06,2,1,1407,127,0.25,8,0.03,0.06,2,1,-2,3,-5.058893689,-4.058893689,1,0,0,1,0,0,1,0
SRR5827413,2015,New_Zealand,Oceania,0,1,4,0.03,0.016,2,2,10193,1018,1,4,0.03,0.016,2,2,0,2,-5.058893689,-5.965784285,1,1,0,1,0,0,1,1
SRR5827414,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.008,1,0.5,10998,1020,0.25,0.004,0.008,0.008,1,0.5,-2,-7.965784285,-6.965784285,-6.965784285,0,-1,0,0,0,0,0,0
SRR5827415,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,11867,1025,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827018,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.25,0.5,11746,1024,0.25,0.004,0.008,0.016,0.25,0.5,-2,-7.965784285,-6.965784285,-5.965784285,-2,-1,0,0,0,0,0,0
SRR5827019,2015,New_Zealand,Oceania,1,0.25,4,0.004,0.008,1,16,13599,1069,0.25,4,0.004,0.008,1,16,-2,2,-7.965784285,-6.965784285,0,4,0,1,0,0,0,1
SRR5827020,2015,New_Zealand,Oceania,0,0.5,0.004,0.008,0.016,1,0.5,-,1,0.5,0.004,0.008,0.016,1,0.5,-1,-7.965784285,-6.965784285,-5.965784285,0,-1,0,0,0,0,0,0
SRR5827409,2015,New_Zealand,Oceania,0,0.03,0.004,0.004,0.008,16,0.25,-,1,0.03,0.004,0.004,0.008,16,0.25,-5.058893689,-7.965784285,-7.965784285,-6.965784285,4,-2,0,0,0,0,1,0
SRR5827410,2015,New_Zealand,Oceania,0,0.5,0.004,0.008,0.016,1,0.5,-,1,0.5,0.004,0.008,0.016,1,0.5,-1,-7.965784285,-6.965784285,-5.965784285,0,-1,0,0,0,0,0,0
SRR5827122,2015,New_Zealand,Oceania,0,0.5,8,0.016,0.06,2,1,1407,127,0.5,8,0.016,0.06,2,1,-1,3,-5.965784285,-4.058893689,1,0,0,1,0,0,1,0
SRR5827121,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.25,299,1042,0.25,0.004,0.004,0.008,0.5,0.25,-2,-7.965784285,-7.965784285,-6.965784285,-1,-2,0,0,0,0,0,0
SRR5827124,2015,New_Zealand,Oceania,0,0.25,8,0.03,0.03,2,0.5,2400,186,0.25,8,0.03,0.03,2,0.5,-2,3,-5.058893689,-5.058893689,1,-1,0,1,0,0,1,0
SRR5827123,2015,New_Zealand,Oceania,0,0.25,4,0.016,0.016,32,0.5,356,241,0.25,4,0.016,0.016,32,0.5,-2,2,-5.965784285,-5.965784285,5,-1,0,1,0,0,1,0
SRR5827118,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.12,299,1042,0.25,0.004,0.004,0.008,0.5,0.12,-2,-7.965784285,-7.965784285,-6.965784285,-1,-3.058893689,0,0,0,0,0,0
SRR5827117,2015,New_Zealand,Oceania,0,0.06,0.002,0.008,0.03,0.12,0.25,-,1,0.06,0.002,0.008,0.03,0.12,0.25,-4.058893689,-8.965784285,-6.965784285,-5.058893689,-3.058893689,-2,0,0,0,0,0,0
SRR5827120,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.016,0.12,0.25,-,1,0.06,0.002,0.004,0.016,0.12,0.25,-4.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827119,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.03,0.12,0.5,-,1,0.25,0.004,0.008,0.03,0.12,0.5,-2,-7.965784285,-6.965784285,-5.058893689,-3.058893689,-1,0,0,0,0,0,0
SRR5827126,2015,New_Zealand,Oceania,0,0.25,0.004,0.03,0.12,0.25,0.5,4186,847,0.25,0.004,0.03,0.12,0.25,0.5,-2,-7.965784285,-5.058893689,-3.058893689,-2,-1,0,0,0,0,0,0
SRR5827125,2015,New_Zealand,Oceania,0,0.25,0.004,0.016,0.03,0.12,0.5,-,1,0.25,0.004,0.016,0.03,0.12,0.5,-2,-7.965784285,-5.965784285,-5.058893689,-3.058893689,-1,0,0,0,0,0,0
SRR5827238,2015,New_Zealand,Oceania,0,0.03,0.002,0.008,0.016,0.06,0.12,-,1,0.03,0.002,0.008,0.016,0.06,0.12,-5.058893689,-8.965784285,-6.965784285,-5.965784285,-4.058893689,-3.058893689,0,0,0,0,0,0
SRR5827239,2015,New_Zealand,Oceania,0,0.12,0.008,0.008,0.008,32,0.5,11760,1064,0.12,0.008,0.008,0.008,32,0.5,-3.058893689,-6.965784285,-6.965784285,-6.965784285,5,-1,0,0,0,0,1,0
SRR5827236,2015,New_Zealand,Oceania,0,0.25,4,0.008,0.016,16,0.5,697,1073,0.25,4,0.008,0.016,16,0.5,-2,2,-6.965784285,-5.965784285,4,-1,0,1,0,0,1,0
SRR5827237,2015,New_Zealand,Oceania,0,0.25,0.004,0.03,0.06,0.25,0.5,7175,1047,0.25,0.004,0.03,0.06,0.25,0.5,-2,-7.965784285,-5.058893689,-4.058893689,-2,-1,0,0,0,0,0,0
SRR5827234,2015,New_Zealand,Oceania,0,0.12,0.004,0.008,0.016,16,0.5,-,1,0.12,0.004,0.008,0.016,16,0.5,-3.058893689,-7.965784285,-6.965784285,-5.965784285,4,-1,0,0,0,0,1,0
SRR5827235,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.008,0.25,0.5,4186,847,0.25,0.004,0.008,0.008,0.25,0.5,-2,-7.965784285,-6.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827232,2015,New_Zealand,Oceania,0,0.12,0.002,0.016,0.016,0.25,0.5,7803,1050,0.12,0.002,0.016,0.016,0.25,0.5,-3.058893689,-8.965784285,-5.965784285,-5.965784285,-2,-1,0,0,0,0,0,0
SRR5827233,2015,New_Zealand,Oceania,0,0.25,8,0.03,0.03,1,1,2400,186,0.25,8,0.03,0.03,1,1,-2,3,-5.058893689,-5.058893689,0,0,0,1,0,0,0,0
SRR5827240,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.008,0.25,0.5,4186,847,0.25,0.004,0.008,0.008,0.25,0.5,-2,-7.965784285,-6.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827241,2015,New_Zealand,Oceania,0,0.12,0.008,0.004,0.008,32,0.5,11760,1064,0.12,0.008,0.004,0.008,32,0.5,-3.058893689,-6.965784285,-7.965784285,-6.965784285,5,-1,0,0,0,0,1,0
SRR5827183,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.016,0.12,0.25,-,1,0.06,0.002,0.004,0.016,0.12,0.25,-4.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827182,2015,New_Zealand,Oceania,0,0.12,0.06,0.008,0.016,1,0.25,-,1,0.12,0.06,0.008,0.016,1,0.25,-3.058893689,-4.058893689,-6.965784285,-5.965784285,0,-2,0,0,0,0,0,0
SRR5827181,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.016,0.12,0.25,-,1,0.06,0.002,0.004,0.016,0.12,0.25,-4.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827180,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.016,0.12,0.25,-,1,0.06,0.002,0.004,0.016,0.12,0.25,-4.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827187,2015,New_Zealand,Oceania,0,0.25,0.002,0.002,0.002,0.12,0.03,-,1,0.25,0.002,0.002,0.002,0.12,0.03,-2,-8.965784285,-8.965784285,-8.965784285,-3.058893689,-5.058893689,0,0,0,0,0,0
SRR5827186,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827147,2015,New_Zealand,Oceania,0,0.25,8,0.03,0.03,1,1,2400,186,0.25,8,0.03,0.03,1,1,-2,3,-5.058893689,-5.058893689,0,0,0,1,0,0,0,0
SRR5827174,2015,New_Zealand,Oceania,0,0.12,0.002,0.016,0.016,0.25,0.5,7803,1050,0.12,0.002,0.016,0.016,0.25,0.5,-3.058893689,-8.965784285,-5.965784285,-5.965784285,-2,-1,0,0,0,0,0,0
SRR5827177,2015,New_Zealand,Oceania,0,0.25,0.002,0.008,0.03,0.12,0.5,7175,1047,0.25,0.002,0.008,0.03,0.12,0.5,-2,-8.965784285,-6.965784285,-5.058893689,-3.058893689,-1,0,0,0,0,0,0
SRR5827176,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.5,11867,1025,0.25,0.004,0.004,0.008,0.5,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827324,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.008,0.25,0.5,4186,847,0.25,0.004,0.008,0.008,0.25,0.5,-2,-7.965784285,-6.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827069,2015,New_Zealand,Oceania,0,1,4,0.016,0.016,2,2,10193,1018,1,4,0.016,0.016,2,2,0,2,-5.965784285,-5.965784285,1,1,0,1,0,0,1,1
SRR5827070,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.12,-,1,0.03,0.002,0.004,0.016,0.12,0.12,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-3.058893689,0,0,0,0,0,0
SRR5827071,2015,New_Zealand,Oceania,0,0.25,8,0.016,0.03,1,1,2400,186,0.25,8,0.016,0.03,1,1,-2,3,-5.965784285,-5.058893689,0,0,0,1,0,0,0,0
SRR5827051,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827052,2015,New_Zealand,Oceania,0,0.25,4,0.016,0.03,1,1,2400,186,0.25,4,0.016,0.03,1,1,-2,2,-5.965784285,-5.058893689,0,0,0,1,0,0,0,0
SRR5827262,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.5,0.5,-,1,0.25,0.004,0.004,0.008,0.5,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827230,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,16,0.12,7753,1049,0.03,0.002,0.004,0.008,16,0.12,-5.058893689,-8.965784285,-7.965784285,-6.965784285,4,-3.058893689,0,0,0,0,1,0
SRR5827074,2015,New_Zealand,Oceania,0,0.12,0.004,0.004,0.008,0.5,0.5,-,1,0.12,0.004,0.004,0.008,0.5,0.5,-3.058893689,-7.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827075,2015,New_Zealand,Oceania,0,0.12,0.004,0.008,0.008,0.25,0.5,4186,847,0.12,0.004,0.008,0.008,0.25,0.5,-3.058893689,-7.965784285,-6.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827247,2015,New_Zealand,Oceania,0,0.25,4,0.016,0.03,32,1,-,1,0.25,4,0.016,0.03,32,1,-2,2,-5.965784285,-5.058893689,5,0,0,1,0,0,1,0
SRR5827246,2015,New_Zealand,Oceania,1,0.03,0.002,0.002,0.004,16,16,-,1,0.03,0.002,0.002,0.004,16,16,-5.058893689,-8.965784285,-8.965784285,-7.965784285,4,4,0,0,0,0,1,1
SRR5827245,2015,New_Zealand,Oceania,0,0.06,2,0.004,0.008,16,0.25,11095,1061,0.06,2,0.004,0.008,16,0.25,-4.058893689,1,-7.965784285,-6.965784285,4,-2,0,1,0,0,1,0
SRR5827244,2015,New_Zealand,Oceania,0,0.5,4,0.008,0.008,1,2,10193,1018,0.5,4,0.008,0.008,1,2,-1,2,-6.965784285,-6.965784285,0,1,0,1,0,0,0,1
SRR5827251,2015,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.5,0.5,10998,1020,0.12,0.002,0.004,0.008,0.5,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827250,2015,New_Zealand,Oceania,0,0.25,0.004,0.008,0.016,0.5,0.5,-,1,0.25,0.004,0.008,0.016,0.5,0.5,-2,-7.965784285,-6.965784285,-5.965784285,-1,-1,0,0,0,0,0,0
SRR5827249,2015,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2,-8.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827248,2015,New_Zealand,Oceania,0,0.25,4,0.004,0.008,16,0.5,4995,559,0.25,4,0.004,0.008,16,0.5,-2,2,-7.965784285,-6.965784285,4,-1,0,1,0,0,1,0
SRR5827243,2015,New_Zealand,Oceania,0,0.12,0.002,0.004,0.008,0.12,0.5,7803,1050,0.12,0.002,0.004,0.008,0.12,0.5,-3.058893689,-8.965784285,-7.965784285,-6.965784285,-3.058893689,-1,0,0,0,0,0,0
SRR5827242,2015,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.12,0.12,4186,847,0.03,0.002,0.002,0.004,0.12,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-3.058893689,-3.058893689,0,0,0,0,0,0
SRR5827133,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827134,2015,New_Zealand,Oceania,0,0.06,0.002,0.002,0.002,0.12,0.06,-,1,0.06,0.002,0.002,0.002,0.12,0.06,-4.058893689,-8.965784285,-8.965784285,-8.965784285,-3.058893689,-4.058893689,0,0,0,0,0,0
SRR5827135,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,8,0.25,-,1,0.03,0.002,0.004,0.008,8,0.25,-5.058893689,-8.965784285,-7.965784285,-6.965784285,3,-2,0,0,0,0,1,0
SRR5827136,2015,New_Zealand,Oceania,0,0.5,4,0.016,0.016,1,4,10193,1018,0.5,4,0.016,0.016,1,4,-1,2,-5.965784285,-5.965784285,0,2,0,1,0,0,0,1
SRR5827129,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827130,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.016,0.12,0.25,-,1,0.03,0.002,0.004,0.016,0.12,0.25,-5.058893689,-8.965784285,-7.965784285,-5.965784285,-3.058893689,-2,0,0,0,0,0,0
SRR5827131,2015,New_Zealand,Oceania,0,0.25,0.004,0.004,0.008,0.25,0.5,4186,847,0.25,0.004,0.004,0.008,0.25,0.5,-2,-7.965784285,-7.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827132,2015,New_Zealand,Oceania,0,0.25,8,0.03,0.03,1,1,2400,186,0.25,8,0.03,0.03,1,1,-2,3,-5.058893689,-5.058893689,0,0,0,1,0,0,0,0
SRR5827127,2015,New_Zealand,Oceania,0,0.25,0.002,0.008,0.016,0.5,0.5,9166,1056,0.25,0.002,0.008,0.016,0.5,0.5,-2,-8.965784285,-6.965784285,-5.965784285,-1,-1,0,0,0,0,0,0
SRR5827128,2015,New_Zealand,Oceania,0,0.12,0.002,0.002,0.004,0.12,0.5,-,1,0.12,0.002,0.002,0.004,0.12,0.5,-3.058893689,-8.965784285,-8.965784285,-7.965784285,-3.058893689,-1,0,0,0,0,0,0
SRR5827058,2015,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,16,0.12,7753,1049,0.03,0.002,0.002,0.004,16,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,4,-3.058893689,0,0,0,0,1,0
SRR5827057,2015,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,766,404,0.25,0.002,0.004,0.008,0.5,0.5,-2,-8.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827060,2015,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.03,0.12,4186,847,0.03,0.002,0.002,0.004,0.03,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-5.058893689,-3.058893689,0,0,0,0,0,0
SRR5827059,2015,New_Zealand,Oceania,0,0.06,0.002,0.002,0.004,0.25,0.5,11867,1025,0.06,0.002,0.002,0.004,0.25,0.5,-4.058893689,-8.965784285,-8.965784285,-7.965784285,-2,-1,0,0,0,0,0,0
SRR5827054,2015,New_Zealand,Oceania,0,0.5,4,0.016,0.016,1,4,10193,1018,0.5,4,0.016,0.016,1,4,-1,2,-5.965784285,-5.965784285,0,2,0,1,0,0,0,1
SRR5827175,2015,New_Zealand,Oceania,0,0.06,8,0.008,0.016,0.5,0.5,2400,186,0.06,8,0.008,0.016,0.5,0.5,-4.058893689,3,-6.965784285,-5.965784285,-1,-1,0,1,0,0,0,0
SRR5827056,2015,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2,-8.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
SRR5827055,2015,New_Zealand,Oceania,0,0.06,0.002,0.004,0.008,0.25,0.5,11520,1023,0.06,0.002,0.004,0.008,0.25,0.5,-4.058893689,-8.965784285,-7.965784285,-6.965784285,-2,-1,0,0,0,0,0,0
SRR5827066,2015,New_Zealand,Oceania,0,0.03,0.002,0.002,0.004,0.25,0.12,-,1,0.03,0.002,0.002,0.004,0.25,0.12,-5.058893689,-8.965784285,-8.965784285,-7.965784285,-2,-3.058893689,0,0,0,0,0,0
SRR5827065,2015,New_Zealand,Oceania,0,0.03,0.002,0.004,0.008,8,0.5,402,1043,0.03,0.002,0.004,0.008,8,0.5,-5.058893689,-8.965784285,-7.965784285,-6.965784285,3,-1,0,0,0,0,1,0
SRR5827359,2015,New_Zealand,Oceania,0,0.25,0.002,0.004,0.008,0.5,0.5,9368,994,0.25,0.002,0.004,0.008,0.5,0.5,-2,-8.965784285,-7.965784285,-6.965784285,-1,-1,0,0,0,0,0,0
